No. ,Info  ,Name  ,Method  ,Weight  [mg],N  Area,C  Area,N  Factor,C  Factor,N  [%],C  [%],C/N  ratio,Memo  ,Date       Time  
17,,moran-MED,20mg150sIRMS_delay,0.596,2250,7421,0.9622,0.8841,9.48,40.36,4.2579,,11/20/2023 13:50
18,,62,20mg150sIRMS_delay,9.878,1775,3352,0.9622,0.8841,0.45,1.1,2.4353,,11/20/2023 14:03
19,Cu,63,20mg150sIRMS_delay,10.135,686,912,0.9622,0.8841,0.17,0.29,1.708,,11/20/2023 14:16
20,Cu,64,20mg150sIRMS_delay,10.359,855,894,0.9622,0.8841,0.21,0.28,1.3475,,11/20/2023 14:30
21,Cu,65,20mg150sIRMS_delay,10.199,857,831,0.9622,0.8841,0.21,0.26,1.2493,,11/20/2023 14:43
22,Cu,66,20mg150sIRMS_delay,10.256,1002,575,0.9622,0.8841,0.25,0.18,0.7401,,11/20/2023 14:57
23,"Nnp,Cnp",mt,20mg150s,100,0,0,0.9622,0.8841,0,0,0,position 23,11/21/2023 15:16
24,"Nnp,Cnp",mt,20mg150s,100,0,0,0.9622,0.8841,0,0,0,,11/21/2023 15:25
25,,runin,20mg150s,0.503,2259,5654,0.9622,0.8841,11.28,36.4,3.2273,,11/21/2023 15:33
26,,runin,20mg150s,0.484,1225,3702,0.9622,0.8841,6.37,24.77,3.8917,,11/21/2023 15:42
27,,aspartic,20mg150s,0.739,2949,8081,1.0104,0.8999,10.52,36.09,3.4306,,11/21/2023 15:50
28,,aspartic,20mg150s,0.453,1756,5028,1.0397,0.8879,10.52,36.09,3.4306,,11/21/2023 15:59
29,,aspartic,20mg150s,0.455,1870,5034,0.9807,0.8907,10.52,36.09,3.4306,,11/21/2023 16:08
30,"Nu,Cu",70,20mg150s,9.622,384,405,1.0103,0.8928,0.11,0.14,1.3015,,11/21/2023 16:16
31,"Nu,Cu",71,20mg150s,10.3,567,351,1.0103,0.8928,0.15,0.11,0.7646,,11/21/2023 16:25
32,"Nu,Cu",72,20mg150s,10.387,392,492,1.0103,0.8928,0.1,0.16,1.5514,,11/21/2023 16:33
33,"Nu,Cu",73,20mg150s,10.05,296,555,1.0103,0.8928,0.08,0.18,2.3109,,11/21/2023 16:42
34,Cu,74,20mg150s,10.474,745,578,1.0103,0.8928,0.19,0.18,0.9602,,11/21/2023 16:50
35,Cu,75,20mg150s,9.913,773,411,1.0103,0.8928,0.21,0.14,0.6575,,11/21/2023 16:59
36,Cu,76,20mg150s,10.367,810,457,1.0103,0.8928,0.21,0.14,0.6978,,11/21/2023 17:07
37,Cu,77,20mg150s,10.016,794,397,1.0103,0.8928,0.21,0.13,0.6183,,11/21/2023 17:16
38,Cu,78,20mg150s,10.099,944,587,1.0103,0.8928,0.25,0.19,0.7708,,11/21/2023 17:24
39,Cu,79,20mg150s,10.206,766,609,1.0103,0.8928,0.2,0.2,0.9836,,11/21/2023 17:33
40,Cu,80,20mg150s,10.021,681,599,1.0103,0.8928,0.18,0.2,1.087,,11/21/2023 17:42
41,"Nu,Cu",81,20mg150s,10.345,576,722,1.0103,0.8928,0.15,0.23,1.5472,,11/21/2023 17:50
42,Cu,82,20mg150s,10.115,808,653,1.0103,0.8928,0.21,0.21,1.0008,,11/21/2023 17:59
43,Cu,83,20mg150s,10.246,723,699,1.0103,0.8928,0.19,0.22,1.1968,,11/21/2023 18:07
44,Cu,84,20mg150s,9.868,616,610,1.0103,0.8928,0.17,0.2,1.2223,,11/21/2023 18:16
45,Cu,85,20mg150s,10.082,618,774,1.0103,0.8928,0.16,0.25,1.5459,,11/21/2023 18:24
46,Cu,85-rep,20mg150s,9.922,640,663,1.0103,0.8928,0.17,0.22,1.2802,,11/21/2023 18:33
47,"Nu,Cu",mt,20mg150s,100,12,8,1.0103,0.8928,0,0,0.8238,,11/21/2023 18:42
48,,aspartic,20mg150s,0.392,1330,4309,1.1868,0.8965,10.52,36.09,3.4306,,11/21/2023 18:50
49,,aspartic,20mg150s,0.49,1581,4620,1.2484,1.0452,10.52,36.09,3.4306,,11/21/2023 18:59
50,Cu,86,20mg150s,10.393,675,453,1.2176,0.9708,0.21,0.16,0.7479,,11/21/2023 19:07
51,Cu,87,20mg150s,10.384,743,549,1.2176,0.9708,0.23,0.19,0.8251,,11/21/2023 19:16
52,"Nu,Cu",88,20mg150s,10.403,609,520,1.2176,0.9708,0.19,0.18,0.9506,,11/21/2023 19:25
53,Cu,89,20mg150s,10.062,666,399,1.2176,0.9708,0.21,0.14,0.6685,,11/21/2023 19:33
54,Cu,90,20mg150s,9.917,750,570,1.2176,0.9708,0.24,0.2,0.8476,,11/21/2023 19:42
55,Cu,91,20mg150s,10.354,913,627,1.2176,0.9708,0.28,0.22,0.7684,,11/21/2023 19:50
56,Cu,92,20mg150s,10.255,802,565,1.2176,0.9708,0.25,0.2,0.7872,,11/21/2023 19:59
57,"Nu,Cu",93,20mg150s,10.151,581,823,1.2176,0.9708,0.18,0.29,1.5774,,11/21/2023 20:07
58,Cu,94,20mg150s,10.461,747,768,1.2176,0.9708,0.23,0.26,1.1484,,11/21/2023 20:16
59,Cu,95,20mg150s,9.933,621,838,1.2176,0.9708,0.2,0.3,1.504,,11/21/2023 20:25
60,Cu,96,20mg150s,10.38,727,806,1.2176,0.9708,0.22,0.28,1.2374,,11/21/2023 20:33
61,"Nu,Cu",97,20mg150s,9.988,481,591,1.2176,0.9708,0.15,0.21,1.3694,,11/21/2023 20:42
62,"Nu,Cu",98,20mg150s,10.236,551,713,1.2176,0.9708,0.17,0.25,1.4407,,11/21/2023 20:51
63,"Nu,Cu",99,20mg150s,9.805,483,592,1.2176,0.9708,0.16,0.22,1.3637,,11/21/2023 20:59
64,"Nu,Cu",100,20mg150s,10.176,466,579,1.2176,0.9708,0.15,0.2,1.3827,,11/21/2023 21:08
65,"Nu,Cu",101,20mg150s,10.239,595,577,1.2176,0.9708,0.19,0.2,1.0805,,11/21/2023 21:17
66,"Nu,Cu",101-rep,20mg150s,10.112,389,605,1.2176,0.9708,0.12,0.21,1.7331,,11/21/2023 21:25
67,Nu,mt,20mg150s,100,27,0,1.2176,0.9708,0,0,0,,11/21/2023 21:34
68,,aspartic,20mg150s,0.346,1289,3844,1.0806,0.8869,10.52,36.09,3.4306,,11/21/2023 21:42
69,,aspartic,20mg150s,0.689,2859,7606,0.9716,0.8917,10.52,36.09,3.4306,,11/21/2023 21:51
70,"Nu,Cu",61,20mg150s,10.396,495,426,1.0261,0.8893,0.13,0.13,1.0409,,11/21/2023 22:00
71,"Nu,Cu",54,20mg150s,10.244,482,401,1.0261,0.8893,0.13,0.13,1.0077,,11/21/2023 22:08
72,"Nu,Cu",55,20mg150s,10.113,406,391,1.0261,0.8893,0.11,0.13,1.1652,,11/21/2023 22:17
73,"Nu,Cu",56,20mg150s,10.393,332,622,1.0261,0.8893,0.09,0.2,2.2684,,11/21/2023 22:25
74,Cu,57,20mg150s,10.056,627,400,1.0261,0.8893,0.17,0.13,0.7722,,11/21/2023 22:34
75,"Nu,Cu",58,20mg150s,10.209,495,345,1.0261,0.8893,0.13,0.11,0.8438,,11/21/2023 22:42
76,"Nu,Cu",59,20mg150s,9.832,379,390,1.0261,0.8893,0.1,0.13,1.244,,11/21/2023 22:51
77,"Nu,Cu",60,20mg150s,9.838,446,399,1.0261,0.8893,0.12,0.13,1.0832,,11/21/2023 23:00
78,"Nu,Cu",67,20mg150s,9.806,358,538,1.0261,0.8893,0.1,0.18,1.8192,,11/21/2023 23:08
79,"Nu,Cu",68,20mg150s,9.642,563,456,1.0261,0.8893,0.16,0.15,0.98,,11/21/2023 23:17
80,"Nu,Cu",69,20mg150s,10.438,537,471,1.0261,0.8893,0.14,0.15,1.0628,,11/21/2023 23:25
81,"Nu,Cu",69-rep,20mg150s,9.725,386,703,1.0261,0.8893,0.11,0.24,2.2023,,11/21/2023 23:34
82,"Nu,Cu",mt,20mg150s,100,15,20,1.0261,0.8893,0,0,1.6468,,11/21/2023 23:43
83,,aspartic,20mg150s,0.46,1261,3923,1.4692,1.1554,10.52,36.09,3.4306,,11/21/2023 23:51
84,,aspartic,20mg150s,0.432,1651,4800,1.0542,0.887,10.52,36.09,3.4306,,11/22/2023 0:00
85,"Cnp,Nu",mt,Blank with O,100,19,0,1.2617,1.0212,0,0,0,vial position on 5,11/27/2023 15:12
86,Nu,mt,Blank with O,100,24,0,1.2617,1.0212,0,0,0,,11/27/2023 15:20
87,,aspartic,20mg150s,0.649,2166,7123,1.2077,0.8972,10.52,36.09,3.4306,,11/27/2023 15:28
88,,aspartic,20mg150sIRMS_delay,0.493,2080,5405,0.9555,0.8987,10.52,36.09,3.4306,,11/27/2023 15:40
89,"Cnp,Nu",mt,Blank with O,100,29,0,1.0816,0.8979,0,0,0,vial position 1,12/6/2023 8:58
90,"Nu,Cu",mt,Blank with O,100,21,18,1.0816,0.8979,0,0,0.9778,,12/6/2023 9:06
91,,RunIn,20mg150sIRMS_delay,0.519,2021,4996,1.0816,0.8979,10.99,31.65,2.8796,,12/6/2023 9:18
92,,RunIn,20mg150sIRMS_delay,0.511,1898,4779,1.0816,0.8979,10.49,30.75,2.9324,,12/6/2023 9:29
93,,aspartic,20mg150sIRMS_delay,0.484,1941,4904,1.0054,0.9726,10.52,36.09,3.4306,,12/6/2023 9:41
94,,aspartic,20mg150sIRMS_delay,0.514,2029,5131,1.0212,0.9873,10.52,36.09,3.4306,,12/6/2023 9:53
95,Cu,102,20mg150sIRMS_delay,10.227,657,814,1.0133,0.9799,0.17,0.29,1.6744,7,12/6/2023 10:05
96,Cu,103,20mg150sIRMS_delay,9.941,717,749,1.0133,0.9799,0.19,0.27,1.4138,,12/6/2023 10:16
97,Cu,104,20mg150sIRMS_delay,10.405,663,745,1.0133,0.9799,0.17,0.26,1.5193,,12/6/2023 10:28
98,Cu,105,20mg150sIRMS_delay,10.118,654,808,1.0133,0.9799,0.17,0.29,1.671,,12/6/2023 10:40
99,Cu,106,20mg150sIRMS_delay,9.971,988,684,1.0133,0.9799,0.26,0.25,0.9398,,12/6/2023 10:51
100,Cu,107,20mg150sIRMS_delay,10.389,783,767,1.0133,0.9799,0.2,0.27,1.3265,,12/6/2023 11:03
101,Cu,108,20mg150sIRMS_delay,9.701,784,691,1.0133,0.9799,0.21,0.26,1.1947,,12/6/2023 11:15
102,"Nu,Cu",109,20mg150sIRMS_delay,10.301,560,785,1.0133,0.9799,0.14,0.27,1.8918,,12/6/2023 11:27
103,Cu,110,20mg150sIRMS_delay,9.749,768,797,1.0133,0.9799,0.21,0.29,1.4055,,12/6/2023 11:38
104,Cu,111,20mg150sIRMS_delay,9.987,927,738,1.0133,0.9799,0.25,0.27,1.0807,,12/6/2023 11:50
105,Cu,112,20mg150sIRMS_delay,9.799,618,743,1.0133,0.9799,0.17,0.27,1.6243,,12/6/2023 12:02
106,Cu,113,20mg150sIRMS_delay,10.13,659,1025,1.0133,0.9799,0.17,0.36,2.1029,,12/6/2023 12:14
107,"Nu,Cu",114,20mg150sIRMS_delay,10.365,469,919,1.0133,0.9799,0.12,0.32,2.6475,,12/6/2023 12:25
108,Cu,115,20mg150sIRMS_delay,9.961,613,1026,1.0133,0.9799,0.16,0.37,2.2601,,12/6/2023 12:37
109,"Nu,Cu",116,20mg150sIRMS_delay,10.089,546,1215,1.0133,0.9799,0.14,0.43,3.0073,,12/6/2023 12:49
110,"Nu,Cu",117,20mg150sIRMS_delay,10.464,483,1104,1.0133,0.9799,0.12,0.38,3.0874,,12/6/2023 13:00
111,Cu,117-rep,20mg150sIRMS_delay,10.259,732,1054,1.0133,0.9799,0.19,0.37,1.9474,23,12/6/2023 13:12
112,"Nu,Cu",mt,Blank with O,100,25,13,1.0133,0.9799,0,0,0.7259,,12/6/2023 13:20
113,,aspartic,20mg150sIRMS_delay,0.51,1744,5574,1.1785,0.9015,10.52,36.09,3.4306,,12/6/2023 13:32
114,,aspartic,20mg150sIRMS_delay,0.503,1926,5486,1.0527,0.9035,10.52,36.09,3.4306,,12/6/2023 13:43
115,"Nu,Cu",118,20mg150sIRMS_delay,9.985,526,726,1.1156,0.9025,0.15,0.24,1.5604,27,12/6/2023 13:55
116,Cu,119,20mg150sIRMS_delay,10.114,817,749,1.1156,0.9025,0.24,0.25,1.0397,,12/6/2023 14:07
117,Cu,120,20mg150sIRMS_delay,9.843,806,792,1.1156,0.9025,0.24,0.27,1.1141,,12/6/2023 14:19
118,Cu,121,20mg150sIRMS_delay,10.305,857,764,1.1156,0.9025,0.24,0.25,1.0107,,12/6/2023 14:31
119,Cu,122,20mg150sIRMS_delay,9.988,857,863,1.1156,0.9025,0.25,0.29,1.1428,,12/6/2023 14:42
120,Cu,123,20mg150sIRMS_delay,10.313,918,871,1.1156,0.9025,0.26,0.28,1.0772,,12/6/2023 14:54
121,Cu,124,20mg150sIRMS_delay,9.963,790,1057,1.1156,0.9025,0.23,0.35,1.5171,,12/6/2023 15:06
122,Cu,125,20mg150sIRMS_delay,9.824,769,1019,1.1156,0.9025,0.23,0.34,1.5009,,12/6/2023 15:18
123,Cu,126,20mg150sIRMS_delay,10.482,1014,879,1.1156,0.9025,0.28,0.28,0.9845,,12/6/2023 15:29
124,Cu,127,20mg150sIRMS_delay,10.01,828,904,1.1156,0.9025,0.24,0.3,1.2375,,12/6/2023 15:41
125,Cu,128,20mg150sIRMS_delay,10.104,936,874,1.1156,0.9025,0.27,0.29,1.06,,12/6/2023 15:53
126,Cu,129,20mg150sIRMS_delay,10.031,1005,959,1.1156,0.9025,0.29,0.32,1.0842,,12/6/2023 16:04
127,Cu,130,20mg150sIRMS_delay,10.423,904,1413,1.1156,0.9025,0.25,0.45,1.7737,,12/6/2023 16:16
128,Cu,131,20mg150sIRMS_delay,10.266,1040,968,1.1156,0.9025,0.3,0.31,1.058,,12/6/2023 16:28
129,Cu,132,20mg150sIRMS_delay,10.27,915,1008,1.1156,0.9025,0.26,0.33,1.2506,,12/6/2023 16:40
130,Cu,133,20mg150sIRMS_delay,10.322,984,1235,1.1156,0.9025,0.28,0.4,1.4252,,12/6/2023 16:51
131,Cu,133-rep,20mg150sIRMS_delay,10.028,1045,1429,1.1156,0.9025,0.3,0.47,1.5536,43,12/6/2023 17:03
132,"Nu,Cu",mt,Blank with O,100,11,8,1.1156,0.9025,0,0,0.7942,,12/6/2023 17:11
133,,aspartic,20mg150sIRMS_delay,0.492,1785,5447,1.1111,0.89,10.52,36.09,3.4306,,12/6/2023 17:23
134,,aspartic,20mg150sIRMS_delay,0.487,1798,4966,1.0919,0.9664,10.52,36.09,3.4306,,12/6/2023 17:34
135,Cu,134,20mg150sIRMS_delay,10.371,933,1260,1.1015,0.9282,0.26,0.41,1.5963,47,12/6/2023 17:46
136,Cu,135,20mg150sIRMS_delay,9.936,1064,1124,1.1015,0.9282,0.31,0.39,1.2492,,12/6/2023 17:58
137,Cu,136,20mg150sIRMS_delay,10.215,1076,1083,1.1015,0.9282,0.3,0.36,1.1923,,12/6/2023 18:10
138,Cu,137,20mg150sIRMS_delay,10.465,1270,1204,1.1015,0.9282,0.35,0.39,1.1223,,12/6/2023 18:21
139,Cu,138,20mg150sIRMS_delay,10.473,918,983,1.1015,0.9282,0.25,0.32,1.2659,,12/6/2023 18:33
140,Cu,139,20mg150sIRMS_delay,10.076,732,986,1.1015,0.9282,0.21,0.33,1.5898,,12/6/2023 18:45
141,"Nu,Cu",140,20mg150sIRMS_delay,10.019,571,1079,1.1015,0.9282,0.17,0.37,2.2217,,12/6/2023 18:56
142,"Nu,Cu",141,20mg150sIRMS_delay,10.348,260,898,1.1015,0.9282,0.07,0.3,4.0678,,12/6/2023 19:08
143,"Nu,Cu",142,20mg150sIRMS_delay,10.257,374,1248,1.1015,0.9282,0.11,0.41,3.9307,,12/6/2023 19:20
144,Cu,143,20mg150sIRMS_delay,10.319,835,980,1.1015,0.9282,0.23,0.32,1.3852,,12/6/2023 19:31
145,Cu,144,20mg150sIRMS_delay,10.037,782,1229,1.1015,0.9282,0.22,0.42,1.8565,,12/6/2023 19:43
146,Cu,145,20mg150sIRMS_delay,10.031,808,1088,1.1015,0.9282,0.23,0.37,1.5901,,12/6/2023 19:55
147,Cu,146,20mg150sIRMS_delay,9.905,841,874,1.1015,0.9282,0.25,0.3,1.2273,,12/6/2023 20:07
148,"Nu,Cu",147,20mg150sIRMS_delay,10.161,582,1105,1.1015,0.9282,0.17,0.37,2.2341,,12/6/2023 20:18
149,"Nu,Cu",148,20mg150sIRMS_delay,10.035,378,877,1.1015,0.9282,0.11,0.3,2.7297,,12/6/2023 20:30
150,Cu,149,20mg150sIRMS_delay,10.488,688,966,1.1015,0.9282,0.19,0.31,1.6542,,12/6/2023 20:42
151,Cu,149-rep,20mg150sIRMS_delay,9.736,772,845,1.1015,0.9282,0.23,0.3,1.2914,63,12/6/2023 20:54
152,"Nu,Cu",mt,Blank with O,100,19,3,1.1015,0.9282,0,0,0.2156,,12/6/2023 21:01
153,,aspartic,20mg150sIRMS_delay,0.513,1225,4627,1.6855,1.0926,10.52,36.09,3.4306,,12/6/2023 21:13
154,,aspartic,20mg150sIRMS_delay,0.526,1901,5770,1.1151,0.8982,10.52,36.09,3.4306,,12/6/2023 21:25
155,"Cnp,Nu",mt,Blank with O,100,4,0,1.4003,0.9954,0,0,0,1,12/7/2023 12:24
156,"Nnp,Cu",mt,Blank with O,100,0,3,1.4003,0.9954,0,0,0,2,12/7/2023 12:31
157,,RunIn,20mg150sIRMS_delay,0.522,1909,5573,1.4003,0.9954,13.37,38.92,2.9114,3,12/7/2023 12:43
158,,RunIn,20mg150sIRMS_delay,0.506,1953,5532,1.4003,0.9954,14.1,39.86,2.8264,4,12/7/2023 12:55
159,,aspartic,20mg150sIRMS_delay,0.517,2041,5623,1.0209,0.906,10.52,36.09,3.4306,5,12/7/2023 13:07
160,,aspartic,20mg150sIRMS_delay,0.488,1850,5114,1.0632,0.9403,10.52,36.09,3.4306,6,12/7/2023 13:18
161,Cu,150,20mg150sIRMS_delay,10.193,618,722,1.0421,0.9231,0.17,0.24,1.4443,7,12/7/2023 13:30
162,Cu,151,20mg150sIRMS_delay,10.439,783,1289,1.0421,0.9231,0.21,0.42,2.0416,,12/7/2023 13:42
163,"Nu,Cu",152,20mg150sIRMS_delay,10.021,384,830,1.0421,0.9231,0.11,0.28,2.6729,,12/7/2023 13:53
164,"Nu,Cu",153,20mg150sIRMS_delay,9.922,287,864,1.0421,0.9231,0.08,0.3,3.7275,,12/7/2023 14:05
165,"Nu,Cu",154,20mg150sIRMS_delay,9.719,431,886,1.0421,0.9231,0.12,0.31,2.5476,,12/7/2023 14:17
166,"Nu,Cu",155,20mg150sIRMS_delay,10.247,551,1524,1.0421,0.9231,0.15,0.5,3.4251,,12/7/2023 14:28
167,Cu,156,20mg150sIRMS_delay,9.907,766,756,1.0421,0.9231,0.21,0.26,1.2254,,12/7/2023 14:40
168,"Nu,Cu",157,20mg150sIRMS_delay,10.361,551,720,1.0421,0.9231,0.15,0.24,1.6166,,12/7/2023 14:52
169,Cu,158,20mg150sIRMS_delay,9.999,1008,1059,1.0421,0.9231,0.27,0.36,1.3064,,12/7/2023 15:04
170,Cu,159,20mg150sIRMS_delay,10.162,926,1063,1.0421,0.9231,0.25,0.35,1.4276,,12/7/2023 15:15
171,Cu,160,20mg150sIRMS_delay,10.125,1273,1130,1.0421,0.9231,0.34,0.38,1.1054,,12/7/2023 15:27
172,Cu,161,20mg150sIRMS_delay,9.938,1353,882,1.0421,0.9231,0.37,0.3,0.8121,,12/7/2023 15:39
173,Cu,162,20mg150sIRMS_delay,10.385,1109,1576,1.0421,0.9231,0.29,0.51,1.7675,,12/7/2023 15:50
174,Cu,163,20mg150sIRMS_delay,10.296,1361,1861,1.0421,0.9231,0.36,0.61,1.703,,12/7/2023 16:02
175,Cu,164,20mg150sIRMS_delay,10.147,952,1777,1.0421,0.9231,0.26,0.59,2.3205,,12/7/2023 16:14
176,Cu,165,20mg150sIRMS_delay,9.978,1106,1987,1.0421,0.9231,0.3,0.68,2.2363,,12/7/2023 16:26
177,Cu,165-rep,20mg150sIRMS_delay,10.408,1343,2119,1.0421,0.9231,0.35,0.69,1.9661,23,12/7/2023 16:37
178,"Nu,Cu",mt,Blank with O,100,15,21,1.0421,0.9231,0,0,1.6952,,12/7/2023 16:45
179,,aspartic,20mg150sIRMS_delay,0.514,1516,5038,1.3658,1.0054,10.52,36.09,3.4306,,12/7/2023 16:57
180,,aspartic,20mg150sIRMS_delay,0.533,1745,5166,1.2309,1.0166,10.52,36.09,3.4306,,12/7/2023 17:08
181,Cu,166,20mg150sIRMS_delay,10.115,1160,1987,1.2983,1.011,0.39,0.73,1.8733,27,12/7/2023 17:20
182,Cu,167,20mg150sIRMS_delay,10.084,1216,1822,1.2983,1.011,0.41,0.67,1.6401,,12/7/2023 17:32
183,Cu,168,20mg150sIRMS_delay,10.23,1418,1861,1.2983,1.011,0.47,0.68,1.4372,,12/7/2023 17:43
184,Cu,169,20mg150sIRMS_delay,10.386,1047,1988,1.2983,1.011,0.34,0.71,2.0748,,12/7/2023 17:55
185,Cu,170,20mg150sIRMS_delay,10.17,1115,1009,1.2983,1.011,0.37,0.37,0.9903,,12/7/2023 18:07
186,Cu,171,20mg150sIRMS_delay,10.265,839,1516,1.2983,1.011,0.28,0.55,1.973,,12/7/2023 18:19
187,Cu,172,20mg150sIRMS_delay,10.21,867,857,1.2983,1.011,0.29,0.31,1.0797,,12/7/2023 18:30
188,Cu,173,20mg150sIRMS_delay,10.104,1110,1305,1.2983,1.011,0.37,0.48,1.2869,,12/7/2023 18:42
189,Cu,174,20mg150sIRMS_delay,10.231,1190,1308,1.2983,1.011,0.39,0.47,1.2032,,12/7/2023 18:54
190,Cu,175,20mg150sIRMS_delay,10.185,1000,827,1.2983,1.011,0.33,0.3,0.904,,12/7/2023 19:06
191,Cu,176,20mg150sIRMS_delay,10.478,1241,1164,1.2983,1.011,0.4,0.41,1.0264,,12/7/2023 19:17
192,Cu,177,20mg150sIRMS_delay,10.191,921,830,1.2983,1.011,0.31,0.3,0.9847,,12/7/2023 19:29
193,,178,20mg150sIRMS_delay,9.796,950,4082,1.2983,1.011,0.33,1.54,4.6809,,12/7/2023 19:41
194,Nu,179,20mg150sIRMS_delay,9.729,500,4437,1.2983,1.011,0.18,1.69,9.6244,,12/7/2023 19:52
195,Nu,180,20mg150sIRMS_delay,10.443,569,5023,1.2983,1.011,0.19,1.78,9.5665,,12/7/2023 20:04
196,Nu,181,20mg150sIRMS_delay,10.403,506,3974,1.2983,1.011,0.17,1.41,8.522,,12/7/2023 20:16
197,,181-rep,20mg150sIRMS_delay,9.932,885,3893,1.2983,1.011,0.3,1.45,4.7891,43,12/7/2023 20:28
198,"Nu,Cu",mt,Blank with O,100,21,17,1.2983,1.011,0,0,0.9013,,12/7/2023 20:35
199,,aspartic,20mg150sIRMS_delay,0.498,1872,5452,1.0725,0.9001,10.52,36.09,3.4306,,12/7/2023 20:47
200,,aspartic,20mg150sIRMS_delay,0.485,1944,5058,1.0057,0.9449,10.52,36.09,3.4306,,12/7/2023 20:59
201,,182,20mg150sIRMS_delay,10.408,1785,9780,1.0391,0.9225,0.47,3.18,6.8435,47,12/7/2023 21:11
202,Nu,183,20mg150sIRMS_delay,9.955,453,3271,1.0391,0.9225,0.12,1.11,8.9308,,12/7/2023 21:22
203,,184,20mg150sIRMS_delay,9.805,899,3121,1.0391,0.9225,0.25,1.08,4.3139,,12/7/2023 21:34
204,,185,20mg150sIRMS_delay,10.388,1098,4574,1.0391,0.9225,0.29,1.49,5.1789,,12/7/2023 21:46
205,,186,20mg150sIRMS_delay,9.633,764,3589,1.0391,0.9225,0.22,1.26,5.8295,,12/7/2023 21:58
206,,187,20mg150sIRMS_delay,9.806,1003,3905,1.0391,0.9225,0.28,1.35,4.8394,,12/7/2023 22:09
207,,188,20mg150sIRMS_delay,10.359,905,2858,1.0391,0.9225,0.24,0.93,3.926,,12/7/2023 22:21
208,Cu,189,20mg150sIRMS_delay,10.198,851,1762,1.0391,0.9225,0.23,0.59,2.5755,,12/7/2023 22:33
209,,190,20mg150sIRMS_delay,10.324,1073,5083,1.0391,0.9225,0.28,1.66,5.8913,,12/7/2023 22:44
210,,191,20mg150sIRMS_delay,10.288,1223,5700,1.0391,0.9225,0.32,1.87,5.802,,12/7/2023 22:56
211,,192,20mg150sIRMS_delay,10.081,1044,7564,1.0391,0.9225,0.28,2.54,9.0142,,12/7/2023 23:08
212,,193,20mg150sIRMS_delay,10.261,1202,7946,1.0391,0.9225,0.32,2.62,8.2383,,12/7/2023 23:20
213,,194,20mg150sIRMS_delay,10.28,830,3590,1.0391,0.9225,0.22,1.18,5.3677,,12/7/2023 23:31
214,,195,20mg150sIRMS_delay,10.377,735,4181,1.0391,0.9225,0.19,1.36,7.046,,12/7/2023 23:43
215,,196,20mg150sIRMS_delay,10.261,901,4735,1.0391,0.9225,0.24,1.56,6.5258,,12/7/2023 23:55
216,,197,20mg150sIRMS_delay,9.564,816,2766,1.0391,0.9225,0.23,0.98,4.2116,,12/8/2023 0:07
217,,197-rep,20mg150sIRMS_delay,10.381,861,3026,1.0391,0.9225,0.23,0.99,4.3664,63,12/8/2023 0:18
218,"Nu,Cu",mt,Blank with O,100,9,12,1.0391,0.9225,0,0,1.6472,,12/8/2023 0:26
219,,aspartic,20mg150sIRMS_delay,0.51,1974,5601,1.0412,0.8972,10.52,36.09,3.4306,,12/8/2023 0:38
220,,aspartic,20mg150sIRMS_delay,0.506,2623,5593,0.7777,0.8915,10.52,36.09,3.4306,,12/8/2023 0:50
